# ROUTE RESULTS
# This file is written with the purpose to be easily read by plot_route.py. Read README.md file to get more information about it
# Fields arrangement:
# Node number | Node ID | Node longitude | Node latitude | Node longitude | Node name
         1 |  104467306 |  41.38502 |  2.17339 | (null) 
         2 |  194563288 |  41.38489 |  2.17300 | (null) 
         3 |   30254307 |  41.38486 |  2.17286 | (null) 
         4 |   30254316 |  41.38476 |  2.17239 | (null) 
         5 | 1400530691 |  41.38467 |  2.17179 | (null) 
         6 | 1400530694 |  41.38468 |  2.17095 | (null) 
         7 | 1400723088 |  41.38466 |  2.17084 | (null) 
         8 | 1400723087 |  41.38465 |  2.17081 | (null) 
         9 | 1400723086 |  41.38464 |  2.17078 | (null) 
        10 | 1400723085 |  41.38460 |  2.17066 | (null) 
        11 |  546558631 |  41.38463 |  2.17063 | (null) 
        12 |  544807085 |  41.38460 |  2.17053 | (null) 
        13 |  544807082 |  41.38458 |  2.17049 | (null) 
        14 | 1400723084 |  41.38457 |  2.17046 | (null) 
        15 | 1400723089 |  41.38472 |  2.17036 | (null) 
        16 |   30884274 |  41.38472 |  2.17012 | (null) 
        17 |   30884273 |  41.38473 |  2.16990 | (null) 
        18 |   30884272 |  41.38475 |  2.16969 | (null) 
        19 |   30647763 |  41.38476 |  2.16953 | (null) 
        20 |   30884271 |  41.38479 |  2.16930 | (null) 
        21 |   30884270 |  41.38481 |  2.16904 | (null) 
        22 |   30884269 |  41.38482 |  2.16886 | (null) 
        23 |   30884268 |  41.38484 |  2.16865 | (null) 
        24 |   30884267 |  41.38485 |  2.16846 | (null) 
        25 |   30884266 |  41.38487 |  2.16829 | (null) 
        26 |   30884265 |  41.38486 |  2.16807 | (null) 
        27 |   30884264 |  41.38487 |  2.16774 | (null) 
        28 |   30884263 |  41.38488 |  2.16752 | (null) 
        29 |   30884262 |  41.38490 |  2.16728 | (null) 
        30 |   30884261 |  41.38497 |  2.16664 | (null) 
        31 | 1400540630 |  41.38489 |  2.16661 | (null) 
        32 |  112398908 |  41.38449 |  2.16626 | (null) 
        33 | 1400540627 |  41.38447 |  2.16621 | (null) 
        34 | 1400540626 |  41.38447 |  2.16612 | (null) 
        35 | 1400540628 |  41.38459 |  2.16519 | (null) 
        36 |  112409078 |  41.38460 |  2.16516 | (null) 
        37 |  112409079 |  41.38442 |  2.16473 | (null) 
        38 |  112409083 |  41.38413 |  2.16414 | (null) 
        39 |  112399403 |  41.38416 |  2.16382 | (null) 
        40 |  856750703 |  41.38377 |  2.16326 | (null) 
        41 |   30237705 |  41.38375 |  2.16322 | (null) 
        42 |   30238011 |  41.38289 |  2.16210 | (null) 
        43 |  365549375 |  41.38370 |  2.16101 | (null) 
        44 |   26057388 |  41.38382 |  2.16086 | (null) 
        45 |  559764757 |  41.38398 |  2.16065 | (null) 
        46 |   30238009 |  41.38476 |  2.15960 | (null) 
        47 |   30238008 |  41.38563 |  2.15845 | (null) 
        48 |  252826185 |  41.38649 |  2.15732 | (null) 
        49 | 1479334776 |  41.38638 |  2.15702 | (null) 
        50 | 1479334682 |  41.38630 |  2.15682 | (null) 
        51 |   30247091 |  41.38589 |  2.15588 | (null) 
        52 | 1297744734 |  41.38535 |  2.15465 | (null) 
        53 | 1479334841 |  41.38531 |  2.15455 | (null) 
        54 |   30685337 |  41.38529 |  2.15441 | (null) 
        55 |   30685340 |  41.38564 |  2.15392 | (null) 
        56 |   30243364 |  41.38647 |  2.15278 | (null) 
        57 |   30238022 |  41.38731 |  2.15171 | (null) 
        58 | 1495916532 |  41.38816 |  2.15058 | (null) 
        59 |  951467903 |  41.38818 |  2.15055 | (null) 
        60 | 1349449269 |  41.38891 |  2.14957 | (null) 
        61 |   30313113 |  41.38901 |  2.14946 | (null) 
        62 | 1349449333 |  41.38908 |  2.14935 | (null) 
        63 | 1311773890 |  41.38977 |  2.14839 | (null) 
        64 |   30237611 |  41.38984 |  2.14830 | (null) 
        65 |   30237630 |  41.39009 |  2.14634 | (null) 
        66 |   30246712 |  41.39019 |  2.14561 | (null) 
        67 | 1297744704 |  41.39038 |  2.14430 | (null) 
        68 | 1382873565 |  41.39042 |  2.14409 | (null) 
        69 | 1382873567 |  41.39045 |  2.14385 | (null) 
        70 |  364991353 |  41.39051 |  2.14347 | (null) 
        71 |   30558433 |  41.39071 |  2.14232 | (null) 
        72 |  269379907 |  41.39085 |  2.14131 | (null) 
        73 |  998637904 |  41.39095 |  2.14080 | (null) 
        74 |  269383890 |  41.39102 |  2.14028 | (null) 
        75 |  269379908 |  41.39117 |  2.13951 | (null) 
        76 |  269379909 |  41.39124 |  2.13879 | (null) 
        77 |  269382682 |  41.39080 |  2.13709 | (null) 
        78 |  364829704 |  41.38963 |  2.13252 | (null) 
        79 |   91777074 |  41.38957 |  2.13228 | (null) 
        80 |  190023523 |  41.38895 |  2.12984 | (null) 
        81 |  126767837 |  41.38851 |  2.12812 | (null) 
        82 |  253707814 |  41.38824 |  2.12703 | (null) 
        83 | 1425717444 |  41.38796 |  2.12591 | (null) 
        84 |  681936382 |  41.38781 |  2.12535 | (null) 
        85 |  681936376 |  41.38731 |  2.12334 | (null) 
        86 |  126769416 |  41.38699 |  2.12210 | (null) 
        87 |  390227134 |  41.38650 |  2.12015 | (null) 
        88 | 1478113664 |  41.38616 |  2.11882 | (null) 
        89 |  390057403 |  41.38570 |  2.11702 | (null) 
        90 |  823781718 |  41.38565 |  2.11681 | (null) 
        91 | 1311619305 |  41.38463 |  2.11278 | (null) 
        92 |  430537449 |  41.38456 |  2.11255 | (null) 
        93 |  687897110 |  41.38444 |  2.11209 | (null) 
        94 | 1311619485 |  41.38438 |  2.11187 | (null) 
        95 | 1426089997 |  41.38432 |  2.11162 | (null) 
        96 |  254399269 |  41.38415 |  2.11092 | (null) 
        97 |  126769418 |  41.38381 |  2.10962 | (null) 
        98 |  390057407 |  41.38363 |  2.10890 | (null) 
        99 | 1367166877 |  41.38339 |  2.10795 | (null) 
       100 | 1425252270 |  41.38312 |  2.10687 | (null) 
       101 | 1311619294 |  41.38305 |  2.10661 | (null) 
       102 |  126769419 |  41.38293 |  2.10589 | (null) 
       103 | 1367166804 |  41.38284 |  2.10533 | (null) 
       104 |  308672468 |  41.38272 |  2.10477 | (null) 
       105 |  308672473 |  41.38258 |  2.10399 | (null) 
       106 |  308672484 |  41.38248 |  2.10356 | (null) 
       107 |  308672485 |  41.38234 |  2.10296 | (null) 
       108 |  308672486 |  41.38219 |  2.10232 | (null) 
       109 |  308672528 |  41.38211 |  2.10203 | (null) 
       110 |  677439913 |  41.38196 |  2.10160 | (null) 
       111 |  308672487 |  41.38191 |  2.10129 | (null) 
       112 |  308672493 |  41.38189 |  2.10070 | (null) 
       113 |  308672496 |  41.38186 |  2.10039 | (null) 
       114 |  308672498 |  41.38185 |  2.10033 | (null) 
       115 |  308678153 |  41.38171 |  2.09957 | (null) 
       116 |  308678158 |  41.38159 |  2.09872 | (null) 
       117 |  308678159 |  41.38152 |  2.09819 | (null) 
       118 |  308678151 |  41.38153 |  2.09766 | (null) 
       119 |  319324722 |  41.38153 |  2.09742 | (null) 
       120 |  319324723 |  41.38144 |  2.09723 | (null) 
       121 |  319324724 |  41.38125 |  2.09719 | (null) 
       122 |  319334503 |  41.38109 |  2.09715 | (null) 
       123 |  319334504 |  41.38097 |  2.09698 | (null) 
       124 |  319334505 |  41.38054 |  2.09629 | (null) 
       125 |  319334506 |  41.38045 |  2.09615 | (null) 
       126 | 1506664805 |  41.38030 |  2.09589 | (null) 
       127 | 1506664924 |  41.38028 |  2.09583 | (null) 
       128 |  319334507 |  41.38027 |  2.09577 | (null) 
       129 |  319334509 |  41.38027 |  2.09566 | (null) 
       130 | 1506664482 |  41.38026 |  2.09557 | (null) 
       131 |  319325246 |  41.38027 |  2.09547 | (null) 
       132 | 1348442869 |  41.38028 |  2.09539 | (null) 
       133 | 1348442853 |  41.38026 |  2.09531 | (null) 
       134 |  319325247 |  41.38025 |  2.09527 | (null) 
       135 | 1348442870 |  41.38021 |  2.09521 | (null) 
       136 |  319325239 |  41.38018 |  2.09518 | (null) 
       137 | 1348442871 |  41.38012 |  2.09516 | (null) 
       138 | 1506664476 |  41.38003 |  2.09515 | (null) 
       139 | 1506664435 |  41.38002 |  2.09515 | (null) 
       140 | 1506664459 |  41.37998 |  2.09513 | (null) 
       141 | 1506664510 |  41.37992 |  2.09511 | (null) 
       142 | 1506665235 |  41.37985 |  2.09504 | (null) 
       143 | 1506665183 |  41.37979 |  2.09498 | (null) 
       144 | 1506664609 |  41.37972 |  2.09489 | (null) 
       145 | 1506665346 |  41.37963 |  2.09475 | (null) 
       146 | 1506665121 |  41.37950 |  2.09452 | (null) 
       147 | 1506664673 |  41.37793 |  2.09185 | (null) 
       148 | 1506665143 |  41.37782 |  2.09170 | (null) 
       149 | 1506664587 |  41.37774 |  2.09158 | (null) 
       150 | 1506664449 |  41.37768 |  2.09150 | (null) 
       151 | 1506664794 |  41.37759 |  2.09141 | (null) 
       152 | 1506664452 |  41.37754 |  2.09137 | (null) 
       153 | 1506665244 |  41.37750 |  2.09134 | (null) 
       154 | 1506664508 |  41.37745 |  2.09129 | (null) 
       155 | 1506665132 |  41.37742 |  2.09124 | (null) 
       156 | 1506664581 |  41.37739 |  2.09116 | (null) 
       157 |  677374819 |  41.37737 |  2.09107 | (null) 
       158 | 1506664554 |  41.37732 |  2.09096 | (null) 
       159 |  677374814 |  41.37729 |  2.09091 | (null) 
